position_qubits,total_qubits,basis_states,steps,checkpoint_step,checkpoint,label,relative_position,oracle_method,total_states,num_vanishing_states,coverage,sparsity,balanced_score,oracle_depth,oracle_gate_count,oracle_cx_count,asserted_depth,asserted_cx_count,asserted_gate_count,asserted_depth_overhead,asserted_cx_overhead,asserted_gate_overhead,normalized_cost,benefit_cost_score,runtime_seconds,status,error_message,strategy
2,3,8,12,12,96,after_walk_step_12,1.0,simplified_boolean,8,7,0.875,0.875,0.8713541666666667,50.0,58.0,27.0,326.0,171.0,430.0,50.0,27.0,58.0,0.17485779959482625,5.004066172784492,0.005147624999999989,ok,,late_checkpoint
3,4,16,2,1,10,after_walk_step_1,0.5,simplified_boolean,16,14,0.875,0.875,0.84,83.0,104.0,46.0,230.0,124.0,284.0,82.0,44.0,102.0,0.5584942084942085,1.5667127549256827,0.005332667000000013,ok,,max_sparsity
3,4,16,2,2,20,after_walk_step_2,1.0,simplified_boolean,16,12,0.75,0.75,0.72,59.0,77.0,33.0,196.0,107.0,252.0,48.0,27.0,70.0,0.3616337491337491,2.0739214793877405,0.005025583,ok,,min_oracle_cost
3,4,16,2,1,10,after_walk_step_1,0.5,simplified_boolean,16,14,0.875,0.875,0.84,83.0,104.0,46.0,230.0,124.0,284.0,82.0,44.0,102.0,0.5584942084942085,1.5667127549256827,0.005332667000000013,ok,,balanced_proxy
3,4,16,2,2,20,after_walk_step_2,1.0,simplified_boolean,16,12,0.75,0.75,0.72,59.0,77.0,33.0,196.0,107.0,252.0,48.0,27.0,70.0,0.3616337491337491,2.0739214793877405,0.005025583,ok,,cost_benefit
3,4,16,2,1,10,after_walk_step_1,0.5,simplified_boolean,16,14,0.875,0.875,0.84,83.0,104.0,46.0,230.0,124.0,284.0,82.0,44.0,102.0,0.5584942084942085,1.5667127549256827,0.005332667000000013,ok,,early_checkpoint
3,4,16,2,2,20,after_walk_step_2,1.0,simplified_boolean,16,12,0.75,0.75,0.72,59.0,77.0,33.0,196.0,107.0,252.0,48.0,27.0,70.0,0.3616337491337491,2.0739214793877405,0.005025583,ok,,late_checkpoint
3,4,16,4,1,10,after_walk_step_1,0.25,simplified_boolean,16,14,0.875,0.875,0.8575,83.0,104.0,46.0,378.0,204.0,466.0,82.0,44.0,102.0,0.27924710424710425,3.1334255098513655,0.006091457999999994,ok,,max_sparsity
3,4,16,4,4,40,after_walk_step_4,1.0,simplified_boolean,16,8,0.5,0.5,0.49,1.0,1.0,1.0,265.0,145.0,353.0,-31.0,-15.0,-11.0,0.0009157509157509159,545.9999999999999,0.004865665999999935,ok,,min_oracle_cost
3,4,16,4,1,10,after_walk_step_1,0.25,simplified_boolean,16,14,0.875,0.875,0.8575,83.0,104.0,46.0,378.0,204.0,466.0,82.0,44.0,102.0,0.27924710424710425,3.1334255098513655,0.006091457999999994,ok,,balanced_proxy
3,4,16,4,4,40,after_walk_step_4,1.0,simplified_boolean,16,8,0.5,0.5,0.49,1.0,1.0,1.0,265.0,145.0,353.0,-31.0,-15.0,-11.0,0.0009157509157509159,545.9999999999999,0.004865665999999935,ok,,cost_benefit
3,4,16,4,1,10,after_walk_step_1,0.25,simplified_boolean,16,14,0.875,0.875,0.8575,83.0,104.0,46.0,378.0,204.0,466.0,82.0,44.0,102.0,0.27924710424710425,3.1334255098513655,0.006091457999999994,ok,,early_checkpoint
3,4,16,4,4,40,after_walk_step_4,1.0,simplified_boolean,16,8,0.5,0.5,0.49,1.0,1.0,1.0,265.0,145.0,353.0,-31.0,-15.0,-11.0,0.0009157509157509159,545.9999999999999,0.004865665999999935,ok,,late_checkpoint
3,4,16,6,1,10,after_walk_step_1,0.16666666666666666,simplified_boolean,16,14,0.875,0.875,0.8633333333333333,83.0,104.0,46.0,526.0,284.0,648.0,82.0,44.0,102.0,0.18616473616473617,4.700138264777048,0.006339415999999876,ok,,max_sparsity
3,4,16,6,4,40,after_walk_step_4,0.6666666666666666,simplified_boolean,16,8,0.5,0.5,0.49333333333333335,1.0,1.0,1.0,413.0,225.0,535.0,-31.0,-15.0,-11.0,0.0006105006105006105,819.0,0.005868666999999883,ok,,min_oracle_cost
3,4,16,6,1,10,after_walk_step_1,0.16666666666666666,simplified_boolean,16,14,0.875,0.875,0.8633333333333333,83.0,104.0,46.0,526.0,284.0,648.0,82.0,44.0,102.0,0.18616473616473617,4.700138264777048,0.006339415999999876,ok,,balanced_proxy
3,4,16,6,4,40,after_walk_step_4,0.6666666666666666,simplified_boolean,16,8,0.5,0.5,0.49333333333333335,1.0,1.0,1.0,413.0,225.0,535.0,-31.0,-15.0,-11.0,0.0006105006105006105,819.0,0.005868666999999883,ok,,cost_benefit
3,4,16,6,1,10,after_walk_step_1,0.16666666666666666,simplified_boolean,16,14,0.875,0.875,0.8633333333333333,83.0,104.0,46.0,526.0,284.0,648.0,82.0,44.0,102.0,0.18616473616473617,4.700138264777048,0.006339415999999876,ok,,early_checkpoint
3,4,16,6,6,60,after_walk_step_6,1.0,simplified_boolean,16,8,0.5,0.5,0.49333333333333335,1.0,1.0,1.0,395.0,217.0,527.0,-49.0,-23.0,-19.0,0.0006105006105006105,819.0,0.005521584000000024,ok,,late_checkpoint
3,4,16,8,1,10,after_walk_step_1,0.125,simplified_boolean,16,14,0.875,0.875,0.86625,83.0,104.0,46.0,674.0,364.0,830.0,82.0,44.0,102.0,0.13962355212355212,6.266851019702731,0.007259499999999974,ok,,max_sparsity
3,4,16,8,4,40,after_walk_step_4,0.5,simplified_boolean,16,8,0.5,0.5,0.495,1.0,1.0,1.0,561.0,305.0,717.0,-31.0,-15.0,-11.0,0.00045787545787545793,1091.9999999999998,0.006233249999999968,ok,,min_oracle_cost
3,4,16,8,1,10,after_walk_step_1,0.125,simplified_boolean,16,14,0.875,0.875,0.86625,83.0,104.0,46.0,674.0,364.0,830.0,82.0,44.0,102.0,0.13962355212355212,6.266851019702731,0.007259499999999974,ok,,balanced_proxy
3,4,16,8,4,40,after_walk_step_4,0.5,simplified_boolean,16,8,0.5,0.5,0.495,1.0,1.0,1.0,561.0,305.0,717.0,-31.0,-15.0,-11.0,0.00045787545787545793,1091.9999999999998,0.006233249999999968,ok,,cost_benefit
3,4,16,8,1,10,after_walk_step_1,0.125,simplified_boolean,16,14,0.875,0.875,0.86625,83.0,104.0,46.0,674.0,364.0,830.0,82.0,44.0,102.0,0.13962355212355212,6.266851019702731,0.007259499999999974,ok,,early_checkpoint
3,4,16,8,8,80,after_walk_step_8,1.0,simplified_boolean,16,8,0.5,0.5,0.495,1.0,1.0,1.0,525.0,289.0,701.0,-67.0,-31.0,-27.0,0.00045787545787545793,1091.9999999999998,0.006778291000000047,ok,,late_checkpoint
3,4,16,10,1,10,after_walk_step_1,0.1,simplified_boolean,16,14,0.875,0.875,0.868,83.0,104.0,46.0,822.0,444.0,1012.0,82.0,44.0,102.0,0.1116988416988417,7.833563774628414,0.007719625000000008,ok,,max_sparsity
3,4,16,10,4,40,after_walk_step_4,0.4,simplified_boolean,16,8,0.5,0.5,0.496,1.0,1.0,1.0,709.0,385.0,899.0,-31.0,-15.0,-11.0,0.0003663003663003663,1365.0,0.007311416999999931,ok,,min_oracle_cost
3,4,16,10,1,10,after_walk_step_1,0.1,simplified_boolean,16,14,0.875,0.875,0.868,83.0,104.0,46.0,822.0,444.0,1012.0,82.0,44.0,102.0,0.1116988416988417,7.833563774628414,0.007719625000000008,ok,,balanced_proxy
3,4,16,10,4,40,after_walk_step_4,0.4,simplified_boolean,16,8,0.5,0.5,0.496,1.0,1.0,1.0,709.0,385.0,899.0,-31.0,-15.0,-11.0,0.0003663003663003663,1365.0,0.007311416999999931,ok,,cost_benefit
3,4,16,10,1,10,after_walk_step_1,0.1,simplified_boolean,16,14,0.875,0.875,0.868,83.0,104.0,46.0,822.0,444.0,1012.0,82.0,44.0,102.0,0.1116988416988417,7.833563774628414,0.007719625000000008,ok,,early_checkpoint
3,4,16,10,10,100,after_walk_step_10,1.0,simplified_boolean,16,12,0.75,0.75,0.744,24.0,33.0,15.0,678.0,375.0,907.0,-62.0,-25.0,-3.0,0.012087912087912088,62.04545454545455,0.007572917000000068,ok,,late_checkpoint
3,4,16,12,1,10,after_walk_step_1,0.08333333333333333,simplified_boolean,16,14,0.875,0.875,0.8691666666666666,83.0,104.0,46.0,970.0,524.0,1194.0,82.0,44.0,102.0,0.09308236808236808,9.400276529554096,0.008354792,ok,,max_sparsity
3,4,16,12,4,40,after_walk_step_4,0.3333333333333333,simplified_boolean,16,8,0.5,0.5,0.49666666666666665,1.0,1.0,1.0,857.0,465.0,1081.0,-31.0,-15.0,-11.0,0.00030525030525030525,1638.0,0.00793833300000002,ok,,min_oracle_cost
3,4,16,12,1,10,after_walk_step_1,0.08333333333333333,simplified_boolean,16,14,0.875,0.875,0.8691666666666666,83.0,104.0,46.0,970.0,524.0,1194.0,82.0,44.0,102.0,0.09308236808236808,9.400276529554096,0.008354792,ok,,balanced_proxy
3,4,16,12,4,40,after_walk_step_4,0.3333333333333333,simplified_boolean,16,8,0.5,0.5,0.49666666666666665,1.0,1.0,1.0,857.0,465.0,1081.0,-31.0,-15.0,-11.0,0.00030525030525030525,1638.0,0.00793833300000002,ok,,cost_benefit
3,4,16,12,1,10,after_walk_step_1,0.08333333333333333,simplified_boolean,16,14,0.875,0.875,0.8691666666666666,83.0,104.0,46.0,970.0,524.0,1194.0,82.0,44.0,102.0,0.09308236808236808,9.400276529554096,0.008354792,ok,,early_checkpoint
3,4,16,12,12,120,after_walk_step_12,1.0,simplified_boolean,16,12,0.75,0.75,0.745,13.0,17.0,8.0,797.0,440.0,1065.0,-91.0,-40.0,-27.0,0.005189255189255189,144.52941176470588,0.008556125000000137,ok,,late_checkpoint
4,5,32,2,1,12,after_walk_step_1,0.5,simplified_boolean,32,30,0.9375,0.9375,0.875,314.0,391.0,146.0,744.0,348.0,905.0,308.0,124.0,377.0,0.6668412499834518,1.4058818347294273,0.012213582999999861,ok,,max_sparsity
4,5,32,2,1,12,after_walk_step_1,0.5,simplified_boolean,32,30,0.9375,0.9375,0.875,314.0,391.0,146.0,744.0,348.0,905.0,308.0,124.0,377.0,0.6668412499834518,1.4058818347294273,0.012213582999999861,ok,,min_oracle_cost
4,5,32,2,1,12,after_walk_step_1,0.5,simplified_boolean,32,30,0.9375,0.9375,0.875,314.0,391.0,146.0,744.0,348.0,905.0,308.0,124.0,377.0,0.6668412499834518,1.4058818347294273,0.012213582999999861,ok,,balanced_proxy
4,5,32,2,1,12,after_walk_step_1,0.5,simplified_boolean,32,30,0.9375,0.9375,0.875,314.0,391.0,146.0,744.0,348.0,905.0,308.0,124.0,377.0,0.6668412499834518,1.4058818347294273,0.012213582999999861,ok,,cost_benefit
4,5,32,2,1,12,after_walk_step_1,0.5,simplified_boolean,32,30,0.9375,0.9375,0.875,314.0,391.0,146.0,744.0,348.0,905.0,308.0,124.0,377.0,0.6668412499834518,1.4058818347294273,0.012213582999999861,ok,,early_checkpoint
4,5,32,2,2,24,after_walk_step_2,1.0,simplified_boolean,32,28,0.875,0.875,0.8166666666666667,326.0,402.0,170.0,739.0,370.0,907.0,303.0,146.0,379.0,0.7027011596965725,1.245195041912022,0.01122404099999974,ok,,late_checkpoint
4,5,32,4,1,12,after_walk_step_1,0.25,simplified_boolean,32,30,0.9375,0.9375,0.90625,314.0,391.0,146.0,1164.0,548.0,1427.0,292.0,100.0,371.0,0.3094472741835127,3.029595275878988,0.014526500000000109,ok,,max_sparsity
4,5,32,4,4,48,after_walk_step_4,1.0,simplified_boolean,32,24,0.75,0.75,0.725,123.0,155.0,63.0,949.0,459.0,1177.0,77.0,11.0,121.0,0.0865455422508175,8.665957604453228,0.0112806670000003,ok,,min_oracle_cost
4,5,32,4,1,12,after_walk_step_1,0.25,simplified_boolean,32,30,0.9375,0.9375,0.90625,314.0,391.0,146.0,1164.0,548.0,1427.0,292.0,100.0,371.0,0.3094472741835127,3.029595275878988,0.014526500000000109,ok,,balanced_proxy
4,5,32,4,4,48,after_walk_step_4,1.0,simplified_boolean,32,24,0.75,0.75,0.725,123.0,155.0,63.0,949.0,459.0,1177.0,77.0,11.0,121.0,0.0865455422508175,8.665957604453228,0.0112806670000003,ok,,cost_benefit
4,5,32,4,1,12,after_walk_step_1,0.25,simplified_boolean,32,30,0.9375,0.9375,0.90625,314.0,391.0,146.0,1164.0,548.0,1427.0,292.0,100.0,371.0,0.3094472741835127,3.029595275878988,0.014526500000000109,ok,,early_checkpoint
4,5,32,4,4,48,after_walk_step_4,1.0,simplified_boolean,32,24,0.75,0.75,0.725,123.0,155.0,63.0,949.0,459.0,1177.0,77.0,11.0,121.0,0.0865455422508175,8.665957604453228,0.0112806670000003,ok,,late_checkpoint
4,5,32,6,1,12,after_walk_step_1,0.16666666666666666,simplified_boolean,32,30,0.9375,0.9375,0.9166666666666666,314.0,391.0,146.0,1584.0,748.0,1949.0,276.0,76.0,365.0,0.19031594891686635,4.92601910315734,0.01807391700000016,ok,,max_sparsity
4,5,32,6,4,48,after_walk_step_4,0.6666666666666666,simplified_boolean,32,24,0.75,0.75,0.7333333333333333,123.0,155.0,63.0,1371.0,659.0,1699.0,63.0,-13.0,115.0,0.04867289098940475,15.408988140097577,0.014173707999999952,ok,,min_oracle_cost
4,5,32,6,1,12,after_walk_step_1,0.16666666666666666,simplified_boolean,32,30,0.9375,0.9375,0.9166666666666666,314.0,391.0,146.0,1584.0,748.0,1949.0,276.0,76.0,365.0,0.19031594891686635,4.92601910315734,0.01807391700000016,ok,,balanced_proxy
4,5,32,6,4,48,after_walk_step_4,0.6666666666666666,simplified_boolean,32,24,0.75,0.75,0.7333333333333333,123.0,155.0,63.0,1371.0,659.0,1699.0,63.0,-13.0,115.0,0.04867289098940475,15.408988140097577,0.014173707999999952,ok,,cost_benefit
4,5,32,6,1,12,after_walk_step_1,0.16666666666666666,simplified_boolean,32,30,0.9375,0.9375,0.9166666666666666,314.0,391.0,146.0,1584.0,748.0,1949.0,276.0,76.0,365.0,0.19031594891686635,4.92601910315734,0.01807391700000016,ok,,early_checkpoint
4,5,32,6,6,72,after_walk_step_6,1.0,simplified_boolean,32,20,0.625,0.625,0.6111111111111112,269.0,328.0,138.0,1519.0,736.0,1880.0,211.0,64.0,296.0,0.15454126233942747,4.044227350927664,0.015620750000000072,ok,,late_checkpoint
4,5,32,8,1,12,after_walk_step_1,0.125,simplified_boolean,32,30,0.9375,0.9375,0.921875,314.0,391.0,146.0,2004.0,948.0,2471.0,260.0,52.0,359.0,0.13075028628354315,7.170156384720651,0.020966624999999794,ok,,max_sparsity
4,5,32,8,8,96,after_walk_step_8,1.0,simplified_boolean,32,16,0.5,0.5,0.49166666666666664,1.0,1.0,1.0,1639.0,781.0,2035.0,-105.0,-115.0,-77.0,0.00015782828282828284,3167.9999999999995,0.01511074999999984,ok,,min_oracle_cost
4,5,32,8,1,12,after_walk_step_1,0.125,simplified_boolean,32,30,0.9375,0.9375,0.921875,314.0,391.0,146.0,2004.0,948.0,2471.0,260.0,52.0,359.0,0.13075028628354315,7.170156384720651,0.020966624999999794,ok,,balanced_proxy
4,5,32,8,8,96,after_walk_step_8,1.0,simplified_boolean,32,16,0.5,0.5,0.49166666666666664,1.0,1.0,1.0,1639.0,781.0,2035.0,-105.0,-115.0,-77.0,0.00015782828282828284,3167.9999999999995,0.01511074999999984,ok,,cost_benefit
4,5,32,8,1,12,after_walk_step_1,0.125,simplified_boolean,32,30,0.9375,0.9375,0.921875,314.0,391.0,146.0,2004.0,948.0,2471.0,260.0,52.0,359.0,0.13075028628354315,7.170156384720651,0.020966624999999794,ok,,early_checkpoint
4,5,32,8,8,96,after_walk_step_8,1.0,simplified_boolean,32,16,0.5,0.5,0.49166666666666664,1.0,1.0,1.0,1639.0,781.0,2035.0,-105.0,-115.0,-77.0,0.00015782828282828284,3167.9999999999995,0.01511074999999984,ok,,late_checkpoint
4,5,32,10,1,12,after_walk_step_1,0.1,simplified_boolean,32,30,0.9375,0.9375,0.925,314.0,391.0,146.0,2424.0,1148.0,2993.0,244.0,28.0,353.0,0.09501088870354928,9.867290084246715,0.02368370800000008,ok,,max_sparsity
4,5,32,10,8,96,after_walk_step_8,0.8,simplified_boolean,32,16,0.5,0.5,0.49333333333333335,1.0,1.0,1.0,2061.0,981.0,2557.0,-119.0,-139.0,-83.0,0.00012626262626262626,3960.0,0.017567666000000592,ok,,min_oracle_cost
4,5,32,10,1,12,after_walk_step_1,0.1,simplified_boolean,32,30,0.9375,0.9375,0.925,314.0,391.0,146.0,2424.0,1148.0,2993.0,244.0,28.0,353.0,0.09501088870354928,9.867290084246715,0.02368370800000008,ok,,balanced_proxy
4,5,32,10,8,96,after_walk_step_8,0.8,simplified_boolean,32,16,0.5,0.5,0.49333333333333335,1.0,1.0,1.0,2061.0,981.0,2557.0,-119.0,-139.0,-83.0,0.00012626262626262626,3960.0,0.017567666000000592,ok,,cost_benefit
4,5,32,10,1,12,after_walk_step_1,0.1,simplified_boolean,32,30,0.9375,0.9375,0.925,314.0,391.0,146.0,2424.0,1148.0,2993.0,244.0,28.0,353.0,0.09501088870354928,9.867290084246715,0.02368370800000008,ok,,early_checkpoint
4,5,32,10,10,120,after_walk_step_10,1.0,simplified_boolean,32,18,0.5625,0.5625,0.555,137.0,175.0,72.0,2235.0,1072.0,2768.0,55.0,-48.0,128.0,0.030505745528681308,18.43914942092273,0.019992082999999994,ok,,late_checkpoint
4,5,32,12,1,12,after_walk_step_1,0.08333333333333333,simplified_boolean,32,30,0.9375,0.9375,0.9270833333333334,314.0,391.0,146.0,2844.0,1348.0,3515.0,228.0,4.0,347.0,0.07118462365021998,13.16997901971914,0.025896000000000363,ok,,max_sparsity
4,5,32,12,8,96,after_walk_step_8,0.6666666666666666,simplified_boolean,32,16,0.5,0.5,0.49444444444444446,1.0,1.0,1.0,2481.0,1181.0,3079.0,-135.0,-163.0,-89.0,0.00010521885521885523,4752.0,0.02157479200000001,ok,,min_oracle_cost
4,5,32,12,1,12,after_walk_step_1,0.08333333333333333,simplified_boolean,32,30,0.9375,0.9375,0.9270833333333334,314.0,391.0,146.0,2844.0,1348.0,3515.0,228.0,4.0,347.0,0.07118462365021998,13.16997901971914,0.025896000000000363,ok,,balanced_proxy
4,5,32,12,8,96,after_walk_step_8,0.6666666666666666,simplified_boolean,32,16,0.5,0.5,0.49444444444444446,1.0,1.0,1.0,2481.0,1181.0,3079.0,-135.0,-163.0,-89.0,0.00010521885521885523,4752.0,0.02157479200000001,ok,,cost_benefit
4,5,32,12,1,12,after_walk_step_1,0.08333333333333333,simplified_boolean,32,30,0.9375,0.9375,0.9270833333333334,314.0,391.0,146.0,2844.0,1348.0,3515.0,228.0,4.0,347.0,0.07118462365021998,13.16997901971914,0.025896000000000363,ok,,early_checkpoint
4,5,32,12,12,144,after_walk_step_12,1.0,simplified_boolean,32,16,0.5,0.5,0.49444444444444446,1.0,1.0,1.0,2479.0,1181.0,3079.0,-137.0,-163.0,-89.0,0.00010521885521885523,4752.0,0.020719000000000598,ok,,late_checkpoint
5,6,64,2,1,14,after_walk_step_1,0.5,simplified_boolean,64,62,0.96875,0.96875,0.8580357142857142,921.0,1094.0,408.0,1636.0,742.0,1951.0,614.0,206.0,599.0,0.598094244902354,1.6197280081806507,0.022821332999999555,ok,,max_sparsity
5,6,64,2,1,14,after_walk_step_1,0.5,simplified_boolean,64,62,0.96875,0.96875,0.8580357142857142,921.0,1094.0,408.0,1636.0,742.0,1951.0,614.0,206.0,599.0,0.598094244902354,1.6197280081806507,0.022821332999999555,ok,,min_oracle_cost
5,6,64,2,1,14,after_walk_step_1,0.5,simplified_boolean,64,62,0.96875,0.96875,0.8580357142857142,921.0,1094.0,408.0,1636.0,742.0,1951.0,614.0,206.0,599.0,0.598094244902354,1.6197280081806507,0.022821332999999555,ok,,balanced_proxy
5,6,64,2,1,14,after_walk_step_1,0.5,simplified_boolean,64,62,0.96875,0.96875,0.8580357142857142,921.0,1094.0,408.0,1636.0,742.0,1951.0,614.0,206.0,599.0,0.598094244902354,1.6197280081806507,0.022821332999999555,ok,,cost_benefit
5,6,64,2,1,14,after_walk_step_1,0.5,simplified_boolean,64,62,0.96875,0.96875,0.8580357142857142,921.0,1094.0,408.0,1636.0,742.0,1951.0,614.0,206.0,599.0,0.598094244902354,1.6197280081806507,0.022821332999999555,ok,,early_checkpoint
5,6,64,2,2,28,after_walk_step_2,1.0,simplified_boolean,64,60,0.9375,0.9375,0.8303571428571428,1285.0,1539.0,635.0,1985.0,967.0,2388.0,963.0,431.0,1036.0,0.9615627152626036,0.974975407344042,0.024383583999999736,ok,,late_checkpoint
5,6,64,4,1,14,after_walk_step_1,0.25,simplified_boolean,64,62,0.96875,0.96875,0.9133928571428571,921.0,1094.0,408.0,2396.0,1094.0,2889.0,352.0,22.0,185.0,0.19910651238993718,4.865486258444254,0.02883754099999969,ok,,max_sparsity
5,6,64,4,4,56,after_walk_step_4,1.0,simplified_boolean,64,56,0.875,0.875,0.825,706.0,850.0,344.0,2161.0,1024.0,2632.0,117.0,-48.0,-72.0,0.12386327230900467,7.064240946397061,0.023536124999999686,ok,,min_oracle_cost
5,6,64,4,1,14,after_walk_step_1,0.25,simplified_boolean,64,62,0.96875,0.96875,0.9133928571428571,921.0,1094.0,408.0,2396.0,1094.0,2889.0,352.0,22.0,185.0,0.19910651238993718,4.865486258444254,0.02883754099999969,ok,,balanced_proxy
