position_qubits,total_qubits,basis_states,steps,checkpoint_step,checkpoint,label,relative_position,oracle_method,total_states,num_vanishing_states,coverage,sparsity,balanced_score,fault_sensitive_detection,bit_flip_detection,phase_detection,num_fault_locations,baseline_depth,baseline_cx_count,baseline_gate_count,oracle_depth,oracle_gate_count,oracle_cx_count,asserted_depth,asserted_cx_count,asserted_gate_count,asserted_depth_overhead,asserted_cx_overhead,asserted_gate_overhead,normalized_cx_overhead,normalized_cost,benefit_cost_score,detection_cost_score,runtime_seconds,status,error_message
4,5,32,4,4,48,after_walk_step_4,1.0,minterm,32,24,0.75,0.75,0.725,0.4166666666666454,0.6249999999999681,3.681169815274743e-31,15,872,448,1056,3601.0,5015.0,2016.0,4081.0,2256.0,5639.0,3209.0,1808.0,4583.0,4.035714285714286,4.154937729192316,0.1805081204299525,0.1002822891277463,0.1552963330032071,ok,
4,5,32,4,4,48,after_walk_step_4,1.0,simplified_boolean,32,24,0.75,0.75,0.725,0.4166666666666454,0.6249999999999681,3.681169815274743e-31,15,872,448,1056,123.0,155.0,63.0,631.0,319.0,811.0,0.0,0.0,0.0,0.0,0.04892676767676768,15.329032258064515,8.51612903225763,0.019608915987191722,ok,
4,5,32,6,1,12,after_walk_step_1,0.16666666666666666,minterm,32,30,0.9375,0.9375,0.9166666666666666,0.6666666666666585,0.9999999999999878,2.335940207364612e-31,15,1308,672,1584,4501.0,6269.0,2520.0,5676.0,3080.0,7733.0,4368.0,2408.0,6149.0,3.5833333333333335,3.6268282982732525,0.2584903179580758,0.18381533721462942,0.1680335830023978,ok,
4,5,32,6,1,12,after_walk_step_1,0.16666666666666666,simplified_boolean,32,30,0.9375,0.9375,0.9166666666666666,0.6666666666666585,0.9999999999999878,2.335940207364612e-31,15,1308,672,1584,314.0,391.0,146.0,1539.0,728.0,1901.0,231.0,56.0,317.0,0.08333333333333333,0.16892742408797456,5.549720568235065,3.9464679596337757,0.03313450000132434,ok,
4,5,32,6,2,24,after_walk_step_2,0.3333333333333333,minterm,32,28,0.875,0.875,0.8555555555555555,0.53333333333332,0.7999999999999801,5.984576974774161e-31,15,1308,672,1584,4201.0,5851.0,2352.0,5285.0,2872.0,7209.0,3977.0,2200.0,5625.0,3.2738095238095237,3.3360475109328322,0.26228643241214833,0.15986982547025785,0.15894095900875982,ok,
4,5,32,6,2,24,after_walk_step_2,0.3333333333333333,simplified_boolean,32,28,0.875,0.875,0.8555555555555555,0.53333333333332,0.7999999999999801,5.984576974774161e-31,15,1308,672,1584,326.0,402.0,170.0,1445.0,710.0,1797.0,137.0,38.0,213.0,0.05654761904761905,0.13835851966585913,6.324149767669941,3.8547198583892013,0.03159400000004098,ok,
4,5,32,6,3,36,after_walk_step_3,0.5,minterm,32,27,0.84375,0.84375,0.825,0.4999999999999811,0.7499999999999717,1.5841552697283766e-30,15,1308,672,1584,4051.0,5644.0,2268.0,5044.0,2748.0,6896.0,3736.0,2076.0,5312.0,3.0892857142857144,3.1695620468556247,0.26620396998918044,0.15775050073432317,0.15320008299022447,ok,
4,5,32,6,3,36,after_walk_step_3,0.5,simplified_boolean,32,27,0.84375,0.84375,0.825,0.4999999999999811,0.7499999999999717,1.5841552697283766e-30,15,1308,672,1584,348.0,464.0,191.0,1343.0,675.0,1715.0,35.0,3.0,131.0,0.004464285714285714,0.10805066280983712,7.808836873911185,4.62745888824349,0.03268312499858439,ok,
4,5,32,6,4,48,after_walk_step_4,0.6666666666666666,minterm,32,24,0.75,0.75,0.7333333333333333,0.4166666666666454,0.6249999999999681,3.681169815274743e-31,15,1308,672,1584,3601.0,5015.0,2016.0,4503.0,2456.0,6161.0,3195.0,1784.0,4577.0,2.6547619047619047,2.754485936251991,0.2722831110259795,0.15126839501442535,0.1383596670057159,ok,
4,5,32,6,4,48,after_walk_step_4,0.6666666666666666,simplified_boolean,32,24,0.75,0.75,0.7333333333333333,0.4166666666666454,0.6249999999999681,3.681169815274743e-31,15,1308,672,1584,123.0,155.0,63.0,1053.0,519.0,1333.0,0.0,0.0,0.0,0.0,0.03261784511784512,22.993548387096773,12.774193548386444,0.0253408330027014,ok,
4,5,32,6,5,60,after_walk_step_5,0.8333333333333334,minterm,32,24,0.75,0.75,0.7333333333333333,0.4833333333333023,0.7249999999999535,1.154205922110251e-30,15,1308,672,1584,3602.0,5017.0,2016.0,4413.0,2416.0,6057.0,3105.0,1744.0,4473.0,2.5952380952380953,2.712129762015083,0.276535441078143,0.17821172869479182,0.13780020899139345,ok,
4,5,32,6,5,60,after_walk_step_5,0.8333333333333334,simplified_boolean,32,24,0.75,0.75,0.7333333333333333,0.4833333333333023,0.7249999999999535,1.154205922110251e-30,15,1308,672,1584,177.0,232.0,94.0,997.0,498.0,1268.0,0.0,0.0,0.0,0.0,0.04882154882154882,15.362068965517242,9.899999999999364,0.026975834000040777,ok,
4,5,32,6,6,72,after_walk_step_6,1.0,minterm,32,20,0.625,0.625,0.6111111111111112,0.24999999999998052,0.3749999999999708,7.313988133326307e-31,15,1308,672,1584,3001.0,4179.0,1680.0,3719.0,2040.0,5113.0,2411.0,1368.0,3529.0,2.0357142857142856,2.172414677575228,0.2876982955655606,0.11507931822621527,0.1171887499949662,ok,
4,5,32,6,6,72,after_walk_step_6,1.0,simplified_boolean,32,20,0.625,0.625,0.6111111111111112,0.24999999999998052,0.3749999999999708,7.313988133326307e-31,15,1308,672,1584,269.0,328.0,138.0,1019.0,516.0,1302.0,0.0,0.0,0.0,0.0,0.06902356902356903,9.054878048780488,3.621951219511913,0.028232458993443288,ok,
4,5,32,8,1,12,after_walk_step_1,0.125,minterm,32,30,0.9375,0.9375,0.921875,0.6666666666666585,0.9999999999999878,2.335940207364612e-31,15,1744,896,2112,4501.0,6269.0,2520.0,6096.0,3280.0,8255.0,4352.0,2384.0,6143.0,2.6607142857142856,2.708134548300832,0.34617925486317386,0.24617191456936507,0.17490866700245533,ok,
4,5,32,8,1,12,after_walk_step_1,0.125,simplified_boolean,32,30,0.9375,0.9375,0.921875,0.6666666666666585,0.9999999999999878,2.335940207364612e-31,15,1744,896,2112,314.0,391.0,146.0,1959.0,928.0,2423.0,215.0,32.0,311.0,0.03571428571428571,0.1147088926618743,8.17286243677249,5.811813288371478,0.037976249994244426,ok,
4,5,32,8,2,24,after_walk_step_2,0.25,minterm,32,28,0.875,0.875,0.8604166666666667,0.53333333333332,0.7999999999999801,5.984576974774161e-31,15,1744,896,2112,4201.0,5851.0,2352.0,5705.0,3072.0,7731.0,3961.0,2176.0,5619.0,2.4285714285714284,2.4900489577955174,0.35139871337094203,0.21418588243561648,0.163434457994299,ok,
4,5,32,8,2,24,after_walk_step_2,0.25,simplified_boolean,32,28,0.875,0.875,0.8604166666666667,0.53333333333332,0.7999999999999801,5.984576974774161e-31,15,1744,896,2112,326.0,402.0,170.0,1865.0,910.0,2319.0,121.0,14.0,207.0,0.015625,0.09178221434528773,9.533437455629704,5.8108571158122455,0.03738037499715574,ok,
4,5,32,8,3,36,after_walk_step_3,0.375,minterm,32,27,0.84375,0.84375,0.8296875,0.4999999999999811,0.7499999999999717,1.5841552697283766e-30,15,1744,896,2112,4051.0,5644.0,2268.0,5464.0,2948.0,7418.0,3720.0,2052.0,5306.0,2.2901785714285716,2.365184859737612,0.35673744338681573,0.21139996645143838,0.15974070799711626,ok,
4,5,32,8,3,36,after_walk_step_3,0.375,simplified_boolean,32,27,0.84375,0.84375,0.8296875,0.4999999999999811,0.7499999999999717,1.5841552697283766e-30,15,1744,896,2112,348.0,464.0,191.0,1763.0,875.0,2237.0,19.0,0.0,125.0,0.0,0.07686382170327125,10.977205937759024,6.5050109260791755,0.03898108399880584,ok,
4,5,32,8,4,48,after_walk_step_4,0.5,minterm,32,24,0.75,0.75,0.7375,0.4166666666666454,0.6249999999999681,3.681169815274743e-31,15,1744,896,2112,3601.0,5015.0,2016.0,4923.0,2656.0,6683.0,3179.0,1760.0,4571.0,1.9642857142857142,2.0538777767848866,0.3651629169356125,0.20286828718644104,0.1454171670047799,ok,
4,5,32,8,4,48,after_walk_step_4,0.5,simplified_boolean,32,24,0.75,0.75,0.7375,0.4166666666666454,0.6249999999999681,3.681169815274743e-31,15,1744,896,2112,123.0,155.0,63.0,1473.0,719.0,1855.0,0.0,0.0,0.0,0.0,0.02446338383838384,30.65806451612903,17.03225806451526,0.03055875000427477,ok,
4,5,32,8,5,60,after_walk_step_5,0.625,minterm,32,24,0.75,0.75,0.7375,0.4833333333333023,0.7249999999999535,1.154205922110251e-30,15,1744,896,2112,3602.0,5017.0,2016.0,4833.0,2616.0,6579.0,3089.0,1720.0,4467.0,1.9196428571428572,2.022110646107206,0.3708995852644541,0.23902417717041063,0.16475833300501108,ok,
4,5,32,8,5,60,after_walk_step_5,0.625,simplified_boolean,32,24,0.75,0.75,0.7375,0.4833333333333023,0.7249999999999535,1.154205922110251e-30,15,1744,896,2112,177.0,232.0,94.0,1417.0,698.0,1790.0,0.0,0.0,0.0,0.0,0.036616161616161616,20.482758620689655,13.199999999999152,0.031193667004117742,ok,
4,5,32,8,6,72,after_walk_step_6,0.75,minterm,32,20,0.625,0.625,0.6145833333333334,0.24999999999998052,0.3749999999999708,7.313988133326307e-31,15,1744,896,2112,3001.0,4179.0,1680.0,4141.0,2240.0,5635.0,2397.0,1344.0,3523.0,1.5,1.6177065957742565,0.38634941690453234,0.1545397667618009,0.12343316699843854,ok,
4,5,32,8,6,72,after_walk_step_6,0.75,simplified_boolean,32,20,0.625,0.625,0.6145833333333334,0.24999999999998052,0.3749999999999708,7.313988133326307e-31,15,1744,896,2112,269.0,328.0,138.0,1441.0,716.0,1824.0,0.0,0.0,0.0,0.0,0.05176767676767677,12.073170731707316,4.82926829268255,0.03252058300131466,ok,
4,5,32,8,7,84,after_walk_step_7,0.875,minterm,32,19,0.59375,0.59375,0.5838541666666667,0.20208333333331494,0.30312499999997244,1.2630425363231228e-30,15,1744,896,2112,2851.0,3972.0,1596.0,3900.0,2116.0,5322.0,2156.0,1220.0,3210.0,1.3616071428571428,1.4928424977163506,0.3977311745266353,0.1353681541371232,0.11759770900243893,ok,
4,5,32,8,7,84,after_walk_step_7,0.875,simplified_boolean,32,19,0.59375,0.59375,0.5838541666666667,0.20208333333331494,0.30312499999997244,1.2630425363231228e-30,15,1744,896,2112,296.0,399.0,157.0,1351.0,683.0,1746.0,0.0,0.0,0.0,0.0,0.06297348484848485,9.428571428571429,3.209022556390685,0.03462287499860395,ok,
4,5,32,8,8,96,after_walk_step_8,1.0,minterm,32,16,0.5,0.5,0.49166666666666664,0.13333333333331945,0.1999999999999792,0.0,15,1744,896,2112,2401.0,3343.0,1344.0,3357.0,1824.0,4587.0,1613.0,928.0,2475.0,1.0357142857142858,1.1811531517666838,0.42331513000844645,0.1128840346689073,0.10312329199223313,ok,
4,5,32,8,8,96,after_walk_step_8,1.0,simplified_boolean,32,16,0.5,0.5,0.49166666666666664,0.13333333333331945,0.1999999999999792,0.0,15,1744,896,2112,1.0,1.0,1.0,957.0,481.0,1245.0,0.0,0.0,0.0,0.0,0.00015782828282828284,3167.9999999999995,844.799999999912,0.023250290993019007,ok,
4,5,32,10,1,12,after_walk_step_1,0.1,minterm,32,30,0.9375,0.9375,0.925,0.6666666666666585,0.9999999999999878,2.335940207364612e-31,15,2180,1120,2640,4501.0,6269.0,2520.0,6516.0,3480.0,8777.0,4336.0,2360.0,6137.0,2.107142857142857,2.1569182983173807,0.43464789590377484,0.3090829481982361,0.18507620799937285,ok,
4,5,32,10,1,12,after_walk_step_1,0.1,simplified_boolean,32,30,0.9375,0.9375,0.925,0.6666666666666585,0.9999999999999878,2.335940207364612e-31,15,2180,1120,2640,314.0,391.0,146.0,2379.0,1128.0,2945.0,199.0,8.0,305.0,0.007142857142857143,0.08217777380621417,11.408194169517737,8.112493631656958,0.04428912499861326,ok,
4,5,32,10,2,24,after_walk_step_2,0.2,minterm,32,28,0.875,0.875,0.8633333333333333,0.53333333333332,0.7999999999999801,5.984576974774161e-31,15,2180,1120,2640,4201.0,5851.0,2352.0,6125.0,3272.0,8253.0,3945.0,2152.0,5613.0,1.9214285714285715,1.9824498259131287,0.44137308725933055,0.26902740556758525,0.16944320801121648,ok,
4,5,32,10,2,24,after_walk_step_2,0.2,simplified_boolean,32,28,0.875,0.875,0.8633333333333333,0.53333333333332,0.7999999999999801,5.984576974774161e-31,15,2180,1120,2640,326.0,402.0,170.0,2285.0,1110.0,2841.0,105.0,0.0,201.0,0.0,0.06681262162913539,13.096327889316552,7.9825236658689365,0.04244529199786484,ok,
4,5,32,10,3,36,after_walk_step_3,0.3,minterm,32,27,0.84375,0.84375,0.8325,0.4999999999999811,0.7499999999999717,1.5841552697283766e-30,15,2180,1120,2640,4051.0,5644.0,2268.0,5884.0,3148.0,7940.0,3704.0,2028.0,5300.0,1.8107142857142857,1.8825585474668045,0.44819323209647904,0.26559598939049606,0.16549066599691287,ok,
4,5,32,10,3,36,after_walk_step_3,0.3,simplified_boolean,32,27,0.84375,0.84375,0.8325,0.4999999999999811,0.7499999999999717,1.5841552697283766e-30,15,2180,1120,2640,348.0,464.0,191.0,2183.0,1075.0,2759.0,3.0,0.0,119.0,0.0,0.05904457418218886,14.29005140076905,8.468178607862821,0.044212291002622806,ok,
4,5,32,10,4,48,after_walk_step_4,0.4,minterm,32,24,0.75,0.75,0.74,0.4166666666666454,0.6249999999999681,3.681169815274743e-31,15,2180,1120,2640,3601.0,5015.0,2016.0,5343.0,2856.0,7205.0,3163.0,1736.0,4565.0,1.55,1.6335128811046242,0.4591332022388647,0.25507400124380075,0.1490022920042975,ok,
4,5,32,10,4,48,after_walk_step_4,0.4,simplified_boolean,32,24,0.75,0.75,0.74,0.4166666666666454,0.6249999999999681,3.681169815274743e-31,15,2180,1120,2640,123.0,155.0,63.0,1893.0,919.0,2377.0,0.0,0.0,0.0,0.0,0.019570707070707072,38.32258064516129,21.290322580644073,0.03661191699211486,ok,
4,5,32,10,5,60,after_walk_step_5,0.5,minterm,32,24,0.75,0.75,0.74,0.4833333333333023,0.7249999999999535,1.154205922110251e-30,15,2180,1120,2640,3602.0,5017.0,2016.0,5253.0,2816.0,7101.0,3073.0,1696.0,4461.0,1.5142857142857142,1.6080991765624795,0.4663891449799895,0.3005618934315295,0.1497332919971086,ok,
4,5,32,10,5,60,after_walk_step_5,0.5,simplified_boolean,32,24,0.75,0.75,0.74,0.4833333333333023,0.7249999999999535,1.154205922110251e-30,15,2180,1120,2640,177.0,232.0,94.0,1837.0,898.0,2312.0,0.0,0.0,0.0,0.0,0.02929292929292929,25.60344827586207,16.49999999999894,0.03676249999261927,ok,
4,5,32,10,6,72,after_walk_step_6,0.6,minterm,32,20,0.625,0.625,0.6166666666666667,0.24999999999998052,0.3749999999999708,7.313988133326307e-31,15,2180,1120,2640,3001.0,4179.0,1680.0,4561.0,2440.0,6157.0,2381.0,1320.0,3517.0,1.1785714285714286,1.28457593629612,0.4865418869686231,0.19461675478743407,0.12837737500376534,ok,
4,5,32,10,6,72,after_walk_step_6,0.6,simplified_boolean,32,20,0.625,0.625,0.6166666666666667,0.24999999999998052,0.3749999999999708,7.313988133326307e-31,15,2180,1120,2640,269.0,328.0,138.0,1861.0,916.0,2346.0,0.0,0.0,0.0,0.0,0.04141414141414141,15.091463414634148,6.036585365853188,0.038493000000016764,ok,
4,5,32,10,7,84,after_walk_step_7,0.7,minterm,32,19,0.59375,0.59375,0.5858333333333333,0.20208333333331494,0.30312499999997244,1.2630425363231228e-30,15,2180,1120,2640,2851.0,3972.0,1596.0,4320.0,2316.0,5844.0,2140.0,1196.0,3204.0,1.0678571428571428,1.1846846578497956,0.5011882242804234,0.1705798517726198,0.122467916997266,ok,
4,5,32,10,7,84,after_walk_step_7,0.7,simplified_boolean,32,19,0.59375,0.59375,0.5858333333333333,0.20208333333331494,0.30312499999997244,1.2630425363231228e-30,15,2180,1120,2640,296.0,399.0,157.0,1771.0,883.0,2268.0,0.0,0.0,0.0,0.0,0.05037878787878788,11.785714285714286,4.011278195488357,0.03957304199866485,ok,
4,5,32,10,8,96,after_walk_step_8,0.8,minterm,32,16,0.5,0.5,0.49333333333333335,0.13333333333331945,0.1999999999999792,0.0,15,2180,1120,2640,2401.0,3343.0,1344.0,3779.0,2024.0,5109.0,1599.0,904.0,2469.0,0.8071428571428572,0.9356389914876154,0.534394146192034,0.14250510565119423,0.11050804100523237,ok,
4,5,32,10,8,96,after_walk_step_8,0.8,simplified_boolean,32,16,0.5,0.5,0.49333333333333335,0.13333333333331945,0.1999999999999792,0.0,15,2180,1120,2640,1.0,1.0,1.0,1379.0,681.0,1767.0,0.0,0.0,0.0,0.0,0.00012626262626262626,3960.0,1055.9999999998902,0.036054750002222136,ok,
4,5,32,10,9,108,after_walk_step_9,0.9,minterm,32,19,0.59375,0.59375,0.5858333333333333,0.24374999999997118,0.3656249999999568,3.2747961684274276e-30,15,2180,1120,2640,2852.0,3972.0,1596.0,4139.0,2236.0,5632.0,1959.0,1116.0,2992.0,0.9964285714285714,1.1331992930616785,0.5239590278915599,0.21509896934493075,0.14475408400176093,ok,
4,5,32,10,9,108,after_walk_step_9,0.9,simplified_boolean,32,19,0.59375,0.59375,0.5858333333333333,0.24374999999997118,0.3656249999999568,3.2747961684274276e-30,15,2180,1120,2640,517.0,663.0,264.0,1808.0,908.0,2317.0,0.0,0.0,0.0,0.0,0.08371212121212122,7.092760180995474,2.911764705882008,0.04319250000116881,ok,
4,5,32,10,10,120,after_walk_step_10,1.0,minterm,32,18,0.5625,0.5625,0.555,0.17708333333331008,0.26562499999996514,8.298822662319831e-31,15,2180,1120,2640,2701.0,3761.0,1512.0,3895.0,2112.0,5315.0,1715.0,992.0,2675.0,0.8857142857142857,1.0323442485139733,0.5448763828632753,0.17153515756804563,0.11489416600670666,ok,
4,5,32,10,10,120,after_walk_step_10,1.0,simplified_boolean,32,18,0.5625,0.5625,0.555,0.17708333333331008,0.26562499999996514,8.298822662319831e-31,15,2180,1120,2640,137.0,175.0,72.0,1371.0,692.0,1766.0,0.0,0.0,0.0,0.0,0.022095959595959596,25.457142857142856,8.014285714284663,0.03200654199463315,ok,
4,5,32,12,1,12,after_walk_step_1,0.08333333333333333,minterm,32,30,0.9375,0.9375,0.9270833333333334,0.6666666666666585,0.9999999999999878,2.335940207364612e-31,15,2616,1344,3168,4501.0,6269.0,2520.0,6936.0,3680.0,9299.0,4320.0,2336.0,6131.0,1.7380952380952381,1.789440798328413,0.5239066868687444,0.37255586621776926,0.18608991699875332,ok,
4,5,32,12,1,12,after_walk_step_1,0.08333333333333333,simplified_boolean,32,30,0.9375,0.9375,0.9270833333333334,0.6666666666666585,0.9999999999999878,2.335940207364612e-31,15,2616,1344,3168,314.0,391.0,146.0,2799.0,1328.0,3467.0,183.0,0.0,299.0,0.0,0.06445861520402806,14.544215649569448,10.342553350804815,0.05066279099264648,ok,
4,5,32,12,2,24,after_walk_step_2,0.16666666666666666,minterm,32,28,0.875,0.875,0.8652777777777778,0.53333333333332,0.7999999999999801,5.984576974774161e-31,15,2616,1344,3168,4201.0,5851.0,2352.0,6545.0,3472.0,8775.0,3929.0,2128.0,5607.0,1.5833333333333333,1.6440504046582027,0.532222125015633,0.32440205715237774,0.17591141699813306,ok,
4,5,32,12,2,24,after_walk_step_2,0.16666666666666666,simplified_boolean,32,28,0.875,0.875,0.8652777777777778,0.53333333333332,0.7999999999999801,5.984576974774161e-31,15,2616,1344,3168,326.0,402.0,170.0,2705.0,1310.0,3363.0,89.0,0.0,195.0,0.0,0.053638448707256044,16.312925170068027,9.943116294136454,0.0491379579907516,ok,
4,5,32,12,3,36,after_walk_step_3,0.25,minterm,32,27,0.84375,0.84375,0.834375,0.4999999999999811,0.7499999999999717,1.5841552697283766e-30,15,2616,1344,3168,4051.0,5644.0,2268.0,6304.0,3348.0,8462.0,3688.0,2004.0,5294.0,1.4910714285714286,1.5608076726195994,0.5405855024942839,0.32034696444104505,0.17236929100181442,ok,
4,5,32,12,3,36,after_walk_step_3,0.25,simplified_boolean,32,27,0.84375,0.84375,0.834375,0.4999999999999811,0.7499999999999717,1.5841552697283766e-30,15,2616,1344,3168,348.0,464.0,191.0,2603.0,1275.0,3281.0,0.0,0.0,113.0,0.0,0.04882154882154882,17.282327586206897,10.24137931034444,0.04957716600620188,ok,
4,5,32,12,4,48,after_walk_step_4,0.3333333333333333,minterm,32,24,0.75,0.75,0.7416666666666667,0.4166666666666454,0.6249999999999681,3.681169815274743e-31,15,2616,1344,3168,3601.0,5015.0,2016.0,5763.0,3056.0,7727.0,3147.0,1712.0,4559.0,1.2738095238095237,1.3532696173177825,0.5542132849228675,0.3078962694015773,0.1607378329936182,ok,
4,5,32,12,4,48,after_walk_step_4,0.3333333333333333,simplified_boolean,32,24,0.75,0.75,0.7416666666666667,0.4166666666666454,0.6249999999999681,3.681169815274743e-31,15,2616,1344,3168,123.0,155.0,63.0,2313.0,1119.0,2899.0,0.0,0.0,0.0,0.0,0.01630892255892256,45.987096774193546,25.54838709677289,0.04121833400859032,ok,
4,5,32,12,5,60,after_walk_step_5,0.4166666666666667,minterm,32,24,0.75,0.75,0.7416666666666667,0.4833333333333023,0.7249999999999535,1.154205922110251e-30,15,2616,1344,3168,3602.0,5017.0,2016.0,5673.0,3016.0,7623.0,3057.0,1672.0,4455.0,1.244047619047619,1.3320915301993284,0.5630243740741849,0.36283792995889586,0.15693108300911263,ok,
4,5,32,12,5,60,after_walk_step_5,0.4166666666666667,simplified_boolean,32,24,0.75,0.75,0.7416666666666667,0.4833333333333023,0.7249999999999535,1.154205922110251e-30,15,2616,1344,3168,177.0,232.0,94.0,2257.0,1098.0,2834.0,0.0,0.0,0.0,0.0,0.02441077441077441,30.724137931034484,19.79999999999873,0.04186541600211058,ok,
4,5,32,12,6,72,after_walk_step_6,0.5,minterm,32,20,0.625,0.625,0.6180555555555556,0.24999999999998052,0.3749999999999708,7.313988133326307e-31,15,2616,1344,3168,3001.0,4179.0,1680.0,4981.0,2640.0,6679.0,2365.0,1296.0,3511.0,0.9642857142857143,1.0624888299773623,0.5882414782782389,0.23529659131127723,0.135329416996683,ok,
4,5,32,12,6,72,after_walk_step_6,0.5,simplified_boolean,32,20,0.625,0.625,0.6180555555555556,0.24999999999998052,0.3749999999999708,7.313988133326307e-31,15,2616,1344,3168,269.0,328.0,138.0,2281.0,1116.0,2868.0,0.0,0.0,0.0,0.0,0.034511784511784514,18.109756097560975,7.243902439023826,0.043788958006189205,ok,
4,5,32,12,7,84,after_walk_step_7,0.5833333333333334,minterm,32,19,0.59375,0.59375,0.5871527777777777,0.20208333333331494,0.30312499999997244,1.2630425363231228e-30,15,2616,1344,3168,2851.0,3972.0,1596.0,4740.0,2516.0,6366.0,2124.0,1172.0,3198.0,0.8720238095238095,0.9792460979387586,0.6063337921384627,0.2063662380260545,0.12839774999883957,ok,
4,5,32,12,7,84,after_walk_step_7,0.5833333333333334,simplified_boolean,32,19,0.59375,0.59375,0.5871527777777777,0.20208333333331494,0.30312499999997244,1.2630425363231228e-30,15,2616,1344,3168,296.0,399.0,157.0,2191.0,1083.0,2790.0,0.0,0.0,0.0,0.0,0.04198232323232323,14.142857142857142,4.813533834586028,0.04548837500624359,ok,
4,5,32,12,8,96,after_walk_step_8,0.6666666666666666,minterm,32,16,0.5,0.5,0.49444444444444446,0.13333333333331945,0.1999999999999792,0.0,15,2616,1344,3168,2401.0,3343.0,1344.0,4199.0,2224.0,5631.0,1583.0,880.0,2463.0,0.6547619047619048,0.7717080426369417,0.6479134236977628,0.17277691298605208,0.11363129199889954,ok,
4,5,32,12,8,96,after_walk_step_8,0.6666666666666666,simplified_boolean,32,16,0.5,0.5,0.49444444444444446,0.13333333333331945,0.1999999999999792,0.0,15,2616,1344,3168,1.0,1.0,1.0,1799.0,881.0,2289.0,0.0,0.0,0.0,0.0,0.00010521885521885523,4752.0,1267.199999999868,0.0338564999983646,ok,
4,5,32,12,9,108,after_walk_step_9,0.75,minterm,32,19,0.59375,0.59375,0.5871527777777777,0.24374999999997118,0.3656249999999568,3.2747961684274276e-30,15,2616,1344,3168,2852.0,3972.0,1596.0,4559.0,2436.0,6154.0,1943.0,1092.0,2986.0,0.8125,0.9363416272819943,0.6341168465654284,0.26032165280051356,0.12796808299026452,ok,
4,5,32,12,9,108,after_walk_step_9,0.75,simplified_boolean,32,19,0.59375,0.59375,0.5871527777777777,0.24374999999997118,0.3656249999999568,3.2747961684274276e-30,15,2616,1344,3168,517.0,663.0,264.0,2228.0,1108.0,2839.0,0.0,0.0,0.0,0.0,0.06976010101010101,8.51131221719457,3.4941176470584105,0.04872283300210256,ok,
4,5,32,12,10,120,after_walk_step_10,0.8333333333333334,minterm,32,18,0.5625,0.5625,0.55625,0.17708333333331008,0.26562499999996514,8.298822662319831e-31,15,2616,1344,3168,2701.0,3761.0,1512.0,4317.0,2312.0,5837.0,1701.0,968.0,2669.0,0.7202380952380952,0.8525505988235347,0.6597848864058204,0.2077100568314347,0.14446416699502151,ok,
4,5,32,12,10,120,after_walk_step_10,0.8333333333333334,simplified_boolean,32,18,0.5625,0.5625,0.55625,0.17708333333331008,0.26562499999996514,8.298822662319831e-31,15,2616,1344,3168,137.0,175.0,72.0,1793.0,892.0,2288.0,0.0,0.0,0.0,0.0,0.018413299663299663,30.548571428571428,9.617142857141594,0.03673629199329298,ok,
4,5,32,12,11,132,after_walk_step_11,0.9166666666666666,minterm,32,17,0.53125,0.53125,0.5253472222222222,0.16093749999997684,0.24140624999996527,3.743752265330742e-31,15,2616,1344,3168,2551.0,3554.0,1428.0,4076.0,2188.0,5524.0,1460.0,844.0,2356.0,0.6279761904761905,0.769307866784931,0.690555787789074,0.20919778277136583,0.11482545798935462,ok,
4,5,32,12,11,132,after_walk_step_11,0.9166666666666666,simplified_boolean,32,17,0.53125,0.53125,0.5253472222222222,0.16093749999997684,0.24140624999996527,3.743752265330742e-31,15,2616,1344,3168,397.0,517.0,201.0,1972.0,983.0,2533.0,0.0,0.0,0.0,0.0,0.05439814814814815,9.76595744680851,2.9585106382974464,0.045265832988661714,ok,
4,5,32,12,12,144,after_walk_step_12,1.0,minterm,32,16,0.5,0.5,0.49444444444444446,0.13333333333331238,0.19999999999996856,0.0,15,2616,1344,3168,2401.0,3343.0,1344.0,3833.0,2064.0,5207.0,1217.0,720.0,2039.0,0.5357142857142857,0.6853894173274907,0.729512285073832,0.19453660935299127,0.10929166700225323,ok,
4,5,32,12,12,144,after_walk_step_12,1.0,simplified_boolean,32,16,0.5,0.5,0.49444444444444446,0.13333333333331238,0.19999999999996856,0.0,15,2616,1344,3168,1.0,1.0,1.0,1433.0,721.0,1865.0,0.0,0.0,0.0,0.0,0.00010521885521885523,4752.0,1267.1999999998006,0.030382209006347694,ok,
5,6,64,2,1,14,after_walk_step_1,0.5,minterm,64,62,0.96875,0.96875,0.8580357142857142,0.6666666666666488,0.999999999999973,1.192321990157448e-30,18,1022,536,1352,,,,,,,,,,,,,,,skipped_too_many_minterms,62 vanishing states exceeds max_minterm_states=32
5,6,64,2,1,14,after_walk_step_1,0.5,simplified_boolean,64,62,0.96875,0.96875,0.8580357142857142,0.6666666666666488,0.999999999999973,1.192321990157448e-30,18,1022,536,1352,793.0,953.0,354.0,1514.0,688.0,1813.0,492.0,152.0,461.0,0.2835820895522388,0.4899575827713065,1.9772119752092407,1.3606620044450324,0.04239637499267701,ok,
5,6,64,2,2,28,after_walk_step_2,1.0,minterm,64,60,0.9375,0.9375,0.8303571428571428,0.5555555555555248,0.8333333333332873,3.0372624720016784e-30,18,1022,536,1352,,,,,,,,,,,,,,,skipped_too_many_minterms,60 vanishing states exceeds max_minterm_states=32
