position_qubits,total_qubits,basis_states,steps,checkpoint_step,checkpoint,label,relative_position,oracle_method,total_states,num_vanishing_states,coverage,sparsity,balanced_score,fault_sensitive_detection,bit_flip_detection,phase_detection,num_fault_locations,baseline_depth,baseline_cx_count,baseline_gate_count,oracle_depth,oracle_gate_count,oracle_cx_count,asserted_depth,asserted_cx_count,asserted_gate_count,asserted_depth_overhead,asserted_cx_overhead,asserted_gate_overhead,normalized_cx_overhead,normalized_cost,benefit_cost_score,detection_cost_score,runtime_seconds,status,error_message
3,4,16,6,1,10,after_walk_step_1,0.16666666666666666,simplified_boolean,16,14,0.875,0.875,0.8633333333333333,0.6666666666666655,0.9999999999999982,1.1879538661501787e-32,12,444,240,546,83.0,104.0,46.0,526.0,284.0,648.0,82.0,44.0,102.0,0.18333333333333332,0.18616473616473617,4.700138264777048,3.581057725544411,0.014766082997084595,ok,
3,4,16,6,2,20,after_walk_step_2,0.3333333333333333,minterm,16,12,0.75,0.75,0.74,0.4999999999999989,0.7499999999999983,4.979569072729027e-32,12,444,240,546,879.0,1067.0,432.0,1309.0,664.0,1609.0,865.0,424.0,1063.0,1.7666666666666666,1.8896924396924397,0.3968899828598921,0.2645933219065941,0.029598999986774288,ok,
3,4,16,6,2,20,after_walk_step_2,0.3333333333333333,simplified_boolean,16,12,0.75,0.75,0.74,0.4999999999999989,0.7499999999999983,4.979569072729027e-32,12,444,240,546,59.0,77.0,33.0,492.0,267.0,616.0,48.0,27.0,70.0,0.1125,0.12054458304458304,6.2217644381632216,4.147842958775472,0.014375875005498528,ok,
3,4,16,6,3,30,after_walk_step_3,0.5,minterm,16,11,0.6875,0.6875,0.6783333333333333,0.3749999999999989,0.5624999999999983,2.577479498904506e-32,12,444,240,546,806.0,980.0,396.0,1227.0,624.0,1518.0,783.0,384.0,972.0,1.6,1.7194617694617698,0.39983442040424255,0.2180915020386771,0.0270879169984255,ok,
3,4,16,6,3,30,after_walk_step_3,0.5,simplified_boolean,16,11,0.6875,0.6875,0.6783333333333333,0.3749999999999989,0.5624999999999983,2.577479498904506e-32,12,444,240,546,121.0,145.0,63.0,542.0,291.0,683.0,98.0,51.0,137.0,0.2125,0.23292949542949545,2.9515368963141757,1.6099292161713639,0.01537120899592992,ok,
3,4,16,6,4,40,after_walk_step_4,0.6666666666666666,minterm,16,8,0.5,0.5,0.49333333333333335,0.16666666666666596,0.24999999999999895,0.0,12,444,240,546,587.0,711.0,288.0,999.0,512.0,1245.0,555.0,272.0,699.0,1.1333333333333333,1.2285103785103784,0.40699696864284657,0.13566565621428162,0.02413337500183843,ok,
3,4,16,6,4,40,after_walk_step_4,0.6666666666666666,simplified_boolean,16,8,0.5,0.5,0.49333333333333335,0.16666666666666596,0.24999999999999895,0.0,12,444,240,546,1.0,1.0,1.0,413.0,225.0,535.0,0.0,0.0,0.0,0.0,0.0006105006105006105,819.0,272.99999999999886,0.0122309170110384,ok,
3,4,16,6,5,50,after_walk_step_5,0.8333333333333334,minterm,16,11,0.6875,0.6875,0.6783333333333333,0.3958333333333312,0.5937499999999968,1.1454548964141983e-31,12,444,240,546,806.0,980.0,396.0,1209.0,616.0,1510.0,765.0,376.0,964.0,1.5666666666666667,1.6948371448371449,0.4056436939055057,0.23355242982438082,0.027952707998338155,ok,
3,4,16,6,5,50,after_walk_step_5,0.8333333333333334,simplified_boolean,16,11,0.6875,0.6875,0.6783333333333333,0.3958333333333312,0.5937499999999968,1.1454548964141983e-31,12,444,240,546,144.0,175.0,74.0,545.0,296.0,703.0,101.0,56.0,157.0,0.23333333333333334,0.26044121044121044,2.639751208479312,1.5198567563971714,0.01656179199926555,ok,
3,4,16,6,6,60,after_walk_step_6,1.0,minterm,16,8,0.5,0.5,0.49333333333333335,0.1666666666666656,0.2499999999999984,0.0,12,444,240,546,587.0,711.0,288.0,981.0,504.0,1237.0,537.0,264.0,691.0,1.1,1.203885753885754,0.415321801413599,0.13844060047119877,0.023806541998055764,ok,
3,4,16,6,6,60,after_walk_step_6,1.0,simplified_boolean,16,8,0.5,0.5,0.49333333333333335,0.1666666666666656,0.2499999999999984,0.0,12,444,240,546,1.0,1.0,1.0,395.0,217.0,527.0,0.0,0.0,0.0,0.0,0.0006105006105006105,819.0,272.99999999999824,0.012166542001068592,ok,
3,4,16,8,1,10,after_walk_step_1,0.125,minterm,16,14,0.875,0.875,0.86625,0.6666666666666655,0.9999999999999982,1.1879538661501787e-32,12,592,320,728,1025.0,1245.0,504.0,1612.0,820.0,1973.0,1020.0,500.0,1245.0,1.5625,1.6652126027126026,0.5254584300975383,0.40034928007431425,0.032090209002490155,ok,
3,4,16,8,1,10,after_walk_step_1,0.125,simplified_boolean,16,14,0.875,0.875,0.86625,0.6666666666666655,0.9999999999999982,1.1879538661501787e-32,12,592,320,728,83.0,104.0,46.0,674.0,364.0,830.0,82.0,44.0,102.0,0.1375,0.13962355212355212,6.266851019702731,4.774743634059215,0.01628312500542961,ok,
3,4,16,8,2,20,after_walk_step_2,0.25,minterm,16,12,0.75,0.75,0.7425,0.4999999999999989,0.7499999999999983,4.979569072729027e-32,12,592,320,728,879.0,1067.0,432.0,1457.0,744.0,1791.0,865.0,424.0,1063.0,1.325,1.41726932976933,0.5291866438131894,0.35279109587545876,0.029573833002359606,ok,
3,4,16,8,2,20,after_walk_step_2,0.25,simplified_boolean,16,12,0.75,0.75,0.7425,0.4999999999999989,0.7499999999999983,4.979569072729027e-32,12,592,320,728,59.0,77.0,33.0,640.0,347.0,798.0,48.0,27.0,70.0,0.084375,0.09040843728343728,8.295685917550962,5.530457278367296,0.016004292003344744,ok,
3,4,16,8,3,30,after_walk_step_3,0.375,minterm,16,11,0.6875,0.6875,0.680625,0.3749999999999989,0.5624999999999983,2.577479498904506e-32,12,592,320,728,806.0,980.0,396.0,1375.0,704.0,1700.0,783.0,384.0,972.0,1.2,1.289596327096327,0.5331125605389901,0.29078866938490283,0.028923667006893083,ok,
3,4,16,8,3,30,after_walk_step_3,0.375,simplified_boolean,16,11,0.6875,0.6875,0.680625,0.3749999999999989,0.5624999999999983,2.577479498904506e-32,12,592,320,728,121.0,145.0,63.0,690.0,371.0,865.0,98.0,51.0,137.0,0.159375,0.17469712157212158,3.9353825284189012,2.146572288228485,0.017112541987444274,ok,
3,4,16,8,4,40,after_walk_step_4,0.5,minterm,16,8,0.5,0.5,0.495,0.16666666666666596,0.24999999999999895,0.0,12,592,320,728,587.0,711.0,288.0,1147.0,592.0,1427.0,555.0,272.0,699.0,0.85,0.9213827838827839,0.5426626248571286,0.1808875416190421,0.024864917009836063,ok,
3,4,16,8,4,40,after_walk_step_4,0.5,simplified_boolean,16,8,0.5,0.5,0.495,0.16666666666666596,0.24999999999999895,0.0,12,592,320,728,1.0,1.0,1.0,561.0,305.0,717.0,0.0,0.0,0.0,0.0,0.00045787545787545793,1091.9999999999998,363.9999999999984,0.05526212499535177,ok,
3,4,16,8,5,50,after_walk_step_5,0.625,minterm,16,11,0.6875,0.6875,0.680625,0.3958333333333312,0.5937499999999968,1.1454548964141983e-31,12,592,320,728,806.0,980.0,396.0,1357.0,696.0,1692.0,765.0,376.0,964.0,1.175,1.2711278586278587,0.5408582585406743,0.31140323976584106,0.029467291009495966,ok,
3,4,16,8,5,50,after_walk_step_5,0.625,simplified_boolean,16,11,0.6875,0.6875,0.680625,0.3958333333333312,0.5937499999999968,1.1454548964141983e-31,12,592,320,728,144.0,175.0,74.0,693.0,376.0,885.0,101.0,56.0,157.0,0.175,0.19533090783090787,3.519668277972415,2.026475675196228,0.018493707990273833,ok,
3,4,16,8,6,60,after_walk_step_6,0.75,minterm,16,8,0.5,0.5,0.495,0.1666666666666656,0.2499999999999984,0.0,12,592,320,728,587.0,711.0,288.0,1129.0,584.0,1419.0,537.0,264.0,691.0,0.825,0.9029143154143154,0.5537624018847986,0.1845874672949317,0.025707833003252745,ok,
3,4,16,8,6,60,after_walk_step_6,0.75,simplified_boolean,16,8,0.5,0.5,0.495,0.1666666666666656,0.2499999999999984,0.0,12,592,320,728,1.0,1.0,1.0,543.0,297.0,709.0,0.0,0.0,0.0,0.0,0.00045787545787545793,1091.9999999999998,363.9999999999976,0.013973041001008824,ok,
3,4,16,8,7,70,after_walk_step_7,0.875,minterm,16,11,0.6875,0.6875,0.680625,0.3958333333333302,0.5937499999999953,1.3571170294521366e-31,12,592,320,728,806.0,978.0,396.0,1339.0,688.0,1682.0,747.0,368.0,954.0,1.15,1.2517436392436392,0.5492338674198648,0.3162255600296166,0.029008917001192458,ok,
3,4,16,8,7,70,after_walk_step_7,0.875,simplified_boolean,16,11,0.6875,0.6875,0.680625,0.3958333333333302,0.5937499999999953,1.3571170294521366e-31,12,592,320,728,106.0,135.0,55.0,646.0,349.0,836.0,54.0,29.0,108.0,0.090625,0.12242692555192557,5.615594746830484,3.2332212178720714,0.017713167006149888,ok,
3,4,16,8,8,80,after_walk_step_8,1.0,minterm,16,8,0.5,0.5,0.495,0.16666666666666516,0.24999999999999775,0.0,12,592,320,728,587.0,711.0,288.0,1111.0,576.0,1411.0,519.0,256.0,683.0,0.8,0.8844458469458468,0.5653257367046173,0.1884419122348707,0.024991958009195514,ok,
3,4,16,8,8,80,after_walk_step_8,1.0,simplified_boolean,16,8,0.5,0.5,0.495,0.16666666666666516,0.24999999999999775,0.0,12,592,320,728,1.0,1.0,1.0,525.0,289.0,701.0,0.0,0.0,0.0,0.0,0.00045787545787545793,1091.9999999999998,363.99999999999665,0.01412887500191573,ok,
3,4,16,10,1,10,after_walk_step_1,0.1,minterm,16,14,0.875,0.875,0.868,0.6666666666666655,0.9999999999999982,1.1879538661501787e-32,12,740,400,910,1025.0,1245.0,504.0,1760.0,900.0,2155.0,1020.0,500.0,1245.0,1.25,1.3321700821700821,0.656823037621923,0.5004366000928928,0.033936166000785306,ok,
3,4,16,10,1,10,after_walk_step_1,0.1,simplified_boolean,16,14,0.875,0.875,0.868,0.6666666666666655,0.9999999999999982,1.1879538661501787e-32,12,740,400,910,83.0,104.0,46.0,822.0,444.0,1012.0,82.0,44.0,102.0,0.11,0.1116988416988417,7.833563774628414,5.968429542574019,0.01777162500366103,ok,
3,4,16,10,2,20,after_walk_step_2,0.2,minterm,16,12,0.75,0.75,0.744,0.4999999999999989,0.7499999999999983,4.979569072729027e-32,12,740,400,910,879.0,1067.0,432.0,1605.0,824.0,1973.0,865.0,424.0,1063.0,1.06,1.1338154638154638,0.6614833047664868,0.4409888698443235,0.03094875000533648,ok,
3,4,16,10,2,20,after_walk_step_2,0.2,simplified_boolean,16,12,0.75,0.75,0.744,0.4999999999999989,0.7499999999999983,4.979569072729027e-32,12,740,400,910,59.0,77.0,33.0,788.0,427.0,980.0,48.0,27.0,70.0,0.0675,0.07232674982674983,10.3696073969387,6.913071597959119,0.017276792001212016,ok,
3,4,16,10,3,30,after_walk_step_3,0.3,minterm,16,11,0.6875,0.6875,0.682,0.3749999999999989,0.5624999999999983,2.577479498904506e-32,12,740,400,910,806.0,980.0,396.0,1523.0,784.0,1882.0,783.0,384.0,972.0,0.96,1.0316770616770616,0.6663907006737377,0.36348583673112855,0.030265082998084836,ok,
3,4,16,10,3,30,after_walk_step_3,0.3,simplified_boolean,16,11,0.6875,0.6875,0.682,0.3749999999999989,0.5624999999999983,2.577479498904506e-32,12,740,400,910,121.0,145.0,63.0,838.0,451.0,1047.0,98.0,51.0,137.0,0.1275,0.13975769725769724,4.919228160523628,2.683215360285607,0.018528291999245994,ok,
3,4,16,10,4,40,after_walk_step_4,0.4,minterm,16,8,0.5,0.5,0.496,0.16666666666666596,0.24999999999999895,0.0,12,740,400,910,587.0,711.0,288.0,1295.0,672.0,1609.0,555.0,272.0,699.0,0.68,0.7371062271062271,0.6783282810714109,0.22610942702380266,0.02652370800205972,ok,
3,4,16,10,4,40,after_walk_step_4,0.4,simplified_boolean,16,8,0.5,0.5,0.496,0.16666666666666596,0.24999999999999895,0.0,12,740,400,910,1.0,1.0,1.0,709.0,385.0,899.0,0.0,0.0,0.0,0.0,0.0003663003663003663,1365.0,454.99999999999807,0.015151125000556931,ok,
3,4,16,10,5,50,after_walk_step_5,0.5,minterm,16,11,0.6875,0.6875,0.682,0.3958333333333312,0.5937499999999968,1.1454548964141983e-31,12,740,400,910,806.0,980.0,396.0,1505.0,776.0,1874.0,765.0,376.0,964.0,0.94,1.016902286902287,0.6760728231758427,0.3892540497073013,0.030951541993999854,ok,
3,4,16,10,5,50,after_walk_step_5,0.5,simplified_boolean,16,11,0.6875,0.6875,0.682,0.3958333333333312,0.5937499999999968,1.1454548964141983e-31,12,740,400,910,144.0,175.0,74.0,841.0,456.0,1067.0,101.0,56.0,157.0,0.14,0.1562647262647263,4.399585347465519,2.533094593995285,0.01969475000805687,ok,
3,4,16,10,6,60,after_walk_step_6,0.6,minterm,16,8,0.5,0.5,0.496,0.1666666666666656,0.2499999999999984,0.0,12,740,400,910,587.0,711.0,288.0,1277.0,664.0,1601.0,537.0,264.0,691.0,0.66,0.7223314523314524,0.6922030023559983,0.23073433411866465,0.0266534170077648,ok,
3,4,16,10,6,60,after_walk_step_6,0.6,simplified_boolean,16,8,0.5,0.5,0.496,0.1666666666666656,0.2499999999999984,0.0,12,740,400,910,1.0,1.0,1.0,691.0,377.0,891.0,0.0,0.0,0.0,0.0,0.0003663003663003663,1365.0,454.9999999999971,0.015432790998602286,ok,
3,4,16,10,7,70,after_walk_step_7,0.7,minterm,16,11,0.6875,0.6875,0.682,0.3958333333333302,0.5937499999999953,1.3571170294521366e-31,12,740,400,910,806.0,978.0,396.0,1487.0,768.0,1864.0,747.0,368.0,954.0,0.92,1.0013949113949112,0.6865423342748311,0.3952819500370208,0.030406709003727883,ok,
3,4,16,10,7,70,after_walk_step_7,0.7,simplified_boolean,16,11,0.6875,0.6875,0.682,0.3958333333333302,0.5937499999999953,1.3571170294521366e-31,12,740,400,910,106.0,135.0,55.0,794.0,429.0,1018.0,54.0,29.0,108.0,0.0725,0.09794154044154045,7.019493433538106,4.04152652234009,0.02008316600404214,ok,
3,4,16,10,8,80,after_walk_step_8,0.8,minterm,16,8,0.5,0.5,0.496,0.16666666666666516,0.24999999999999775,0.0,12,740,400,910,587.0,711.0,288.0,1259.0,656.0,1593.0,519.0,256.0,683.0,0.64,0.7075566775566776,0.7066571708807714,0.23555239029358832,0.026902708996203728,ok,
3,4,16,10,8,80,after_walk_step_8,0.8,simplified_boolean,16,8,0.5,0.5,0.496,0.16666666666666516,0.24999999999999775,0.0,12,740,400,910,1.0,1.0,1.0,673.0,369.0,883.0,0.0,0.0,0.0,0.0,0.0003663003663003663,1365.0,454.9999999999959,0.016254749993095174,ok,
3,4,16,10,9,90,after_walk_step_9,0.9,minterm,16,11,0.6875,0.6875,0.682,0.39583333333332943,0.5937499999999941,6.145834695816145e-32,12,740,400,910,806.0,978.0,396.0,1469.0,760.0,1856.0,729.0,360.0,946.0,0.9,0.9866201366201367,0.6968234019175483,0.40120135261919054,0.031041750000440516,ok,
3,4,16,10,9,90,after_walk_step_9,0.9,simplified_boolean,16,11,0.6875,0.6875,0.682,0.39583333333332943,0.5937499999999941,6.145834695816145e-32,12,740,400,910,124.0,150.0,63.0,789.0,429.0,1027.0,49.0,29.0,117.0,0.0725,0.1011837936837937,6.794566352675852,3.9120230515406034,0.01941258300212212,ok,
3,4,16,10,10,100,after_walk_step_10,1.0,minterm,16,12,0.75,0.75,0.744,0.4999999999999944,0.7499999999999916,6.913072195200371e-31,12,740,400,910,879.0,1067.0,432.0,1533.0,792.0,1941.0,793.0,392.0,1031.0,0.98,1.0747163647163647,0.6978585463318383,0.465239030887887,0.03160154201032128,ok,
3,4,16,10,10,100,after_walk_step_10,1.0,simplified_boolean,16,12,0.75,0.75,0.744,0.4999999999999944,0.7499999999999916,6.913072195200371e-31,12,740,400,910,24.0,33.0,15.0,678.0,375.0,907.0,0.0,0.0,0.0,0.0,0.012087912087912088,62.04545454545455,41.3636363636359,0.016647790995193645,ok,
3,4,16,12,1,10,after_walk_step_1,0.08333333333333333,minterm,16,14,0.875,0.875,0.8691666666666666,0.6666666666666655,0.9999999999999982,1.1879538661501787e-32,12,888,480,1092,1025.0,1245.0,504.0,1908.0,980.0,2337.0,1020.0,500.0,1245.0,1.0416666666666667,1.1101417351417353,0.7881876451463073,0.6005239201114713,0.0350766659976216,ok,
3,4,16,12,1,10,after_walk_step_1,0.08333333333333333,simplified_boolean,16,14,0.875,0.875,0.8691666666666666,0.6666666666666655,0.9999999999999982,1.1879538661501787e-32,12,888,480,1092,83.0,104.0,46.0,970.0,524.0,1194.0,82.0,44.0,102.0,0.09166666666666666,0.09308236808236808,9.400276529554096,7.162115451088822,0.019311750002088957,ok,
3,4,16,12,2,20,after_walk_step_2,0.16666666666666666,minterm,16,12,0.75,0.75,0.745,0.4999999999999989,0.7499999999999983,4.979569072729027e-32,12,888,480,1092,879.0,1067.0,432.0,1753.0,904.0,2155.0,865.0,424.0,1063.0,0.8833333333333333,0.9448462198462199,0.7937799657197842,0.5291866438131883,0.03243066699360497,ok,
3,4,16,12,2,20,after_walk_step_2,0.16666666666666666,simplified_boolean,16,12,0.75,0.75,0.745,0.4999999999999989,0.7499999999999983,4.979569072729027e-32,12,888,480,1092,59.0,77.0,33.0,936.0,507.0,1162.0,48.0,27.0,70.0,0.05625,0.06027229152229152,12.443528876326443,8.295685917550944,0.0185663750016829,ok,
3,4,16,12,3,30,after_walk_step_3,0.25,minterm,16,11,0.6875,0.6875,0.6829166666666666,0.3749999999999989,0.5624999999999983,2.577479498904506e-32,12,888,480,1092,806.0,980.0,396.0,1671.0,864.0,2064.0,783.0,384.0,972.0,0.8,0.8597308847308849,0.7996688408084851,0.4361830040773542,0.0316708330065012,ok,
3,4,16,12,3,30,after_walk_step_3,0.25,simplified_boolean,16,11,0.6875,0.6875,0.6829166666666666,0.3749999999999989,0.5624999999999983,2.577479498904506e-32,12,888,480,1092,121.0,145.0,63.0,986.0,531.0,1229.0,98.0,51.0,137.0,0.10625,0.11646474771474773,5.903073792628351,3.2198584323427277,0.02015324999229051,ok,
3,4,16,12,4,40,after_walk_step_4,0.3333333333333333,minterm,16,8,0.5,0.5,0.49666666666666665,0.16666666666666596,0.24999999999999895,0.0,12,888,480,1092,587.0,711.0,288.0,1443.0,752.0,1791.0,555.0,272.0,699.0,0.5666666666666667,0.6142551892551892,0.8139939372856931,0.27133131242856323,0.027941541993641295,ok,
3,4,16,12,4,40,after_walk_step_4,0.3333333333333333,simplified_boolean,16,8,0.5,0.5,0.49666666666666665,0.16666666666666596,0.24999999999999895,0.0,12,888,480,1092,1.0,1.0,1.0,857.0,465.0,1081.0,0.0,0.0,0.0,0.0,0.00030525030525030525,1638.0,545.9999999999977,0.01701475000299979,ok,
3,4,16,12,5,50,after_walk_step_5,0.4166666666666667,minterm,16,11,0.6875,0.6875,0.6829166666666666,0.3958333333333312,0.5937499999999968,1.1454548964141983e-31,12,888,480,1092,806.0,980.0,396.0,1653.0,856.0,2056.0,765.0,376.0,964.0,0.7833333333333333,0.8474185724185724,0.8112873878110114,0.46710485964876164,0.03179120800632518,ok,
3,4,16,12,5,50,after_walk_step_5,0.4166666666666667,simplified_boolean,16,11,0.6875,0.6875,0.6829166666666666,0.3958333333333312,0.5937499999999968,1.1454548964141983e-31,12,888,480,1092,144.0,175.0,74.0,989.0,536.0,1249.0,101.0,56.0,157.0,0.11666666666666667,0.13022060522060522,5.279502416958624,3.039713512794343,0.021182291995501146,ok,
3,4,16,12,6,60,after_walk_step_6,0.5,minterm,16,8,0.5,0.5,0.49666666666666665,0.1666666666666656,0.2499999999999984,0.0,12,888,480,1092,587.0,711.0,288.0,1425.0,744.0,1783.0,537.0,264.0,691.0,0.55,0.601942876942877,0.830643602827198,0.27688120094239754,0.028026125000906177,ok,
3,4,16,12,6,60,after_walk_step_6,0.5,simplified_boolean,16,8,0.5,0.5,0.49666666666666665,0.1666666666666656,0.2499999999999984,0.0,12,888,480,1092,1.0,1.0,1.0,839.0,457.0,1073.0,0.0,0.0,0.0,0.0,0.00030525030525030525,1638.0,545.9999999999965,0.017003625005600043,ok,
3,4,16,12,7,70,after_walk_step_7,0.5833333333333334,minterm,16,11,0.6875,0.6875,0.6829166666666666,0.3958333333333302,0.5937499999999953,1.3571170294521366e-31,12,888,480,1092,806.0,978.0,396.0,1635.0,848.0,2046.0,747.0,368.0,954.0,0.7666666666666667,0.8344957594957595,0.8238508011297971,0.47433834004442493,0.031719874998088926,ok,
3,4,16,12,7,70,after_walk_step_7,0.5833333333333334,simplified_boolean,16,11,0.6875,0.6875,0.6829166666666666,0.3958333333333302,0.5937499999999953,1.3571170294521366e-31,12,888,480,1092,106.0,135.0,55.0,942.0,509.0,1200.0,54.0,29.0,108.0,0.06041666666666667,0.08161795036795037,8.423392120245726,4.849831826808107,0.020738499995786697,ok,
3,4,16,12,8,80,after_walk_step_8,0.6666666666666666,minterm,16,8,0.5,0.5,0.49666666666666665,0.16666666666666516,0.24999999999999775,0.0,12,888,480,1092,587.0,711.0,288.0,1407.0,736.0,1775.0,519.0,256.0,683.0,0.5333333333333333,0.5896305646305646,0.8479886050569257,0.28266286835230603,0.029534375004004687,ok,
3,4,16,12,8,80,after_walk_step_8,0.6666666666666666,simplified_boolean,16,8,0.5,0.5,0.49666666666666665,0.16666666666666516,0.24999999999999775,0.0,12,888,480,1092,1.0,1.0,1.0,821.0,449.0,1065.0,0.0,0.0,0.0,0.0,0.00030525030525030525,1638.0,545.9999999999951,0.017957915988517925,ok,
3,4,16,12,9,90,after_walk_step_9,0.75,minterm,16,11,0.6875,0.6875,0.6829166666666666,0.39583333333332943,0.5937499999999941,6.145834695816145e-32,12,888,480,1092,806.0,978.0,396.0,1617.0,840.0,2038.0,729.0,360.0,946.0,0.75,0.8221834471834472,0.8361880823010581,0.48144162314302874,0.03277387500565965,ok,
3,4,16,12,9,90,after_walk_step_9,0.75,simplified_boolean,16,11,0.6875,0.6875,0.6829166666666666,0.39583333333332943,0.5937499999999941,6.145834695816145e-32,12,888,480,1092,124.0,150.0,63.0,937.0,509.0,1209.0,49.0,29.0,117.0,0.06041666666666667,0.08431982806982807,8.153479623211023,4.694427661848724,0.02126545799546875,ok,
3,4,16,12,10,100,after_walk_step_10,0.8333333333333334,minterm,16,12,0.75,0.75,0.745,0.4999999999999944,0.7499999999999916,6.913072195200371e-31,12,888,480,1092,879.0,1067.0,432.0,1681.0,872.0,2123.0,793.0,392.0,1031.0,0.8166666666666667,0.8955969705969705,0.8374302555982059,0.5582868370654644,0.03370250000443775,ok,
3,4,16,12,10,100,after_walk_step_10,0.8333333333333334,simplified_boolean,16,12,0.75,0.75,0.745,0.4999999999999944,0.7499999999999916,6.913072195200371e-31,12,888,480,1092,24.0,33.0,15.0,826.0,455.0,1089.0,0.0,0.0,0.0,0.0,0.010073260073260074,74.45454545454545,49.63636363636308,0.0186641670006793,ok,
3,4,16,12,11,110,after_walk_step_11,0.9166666666666666,minterm,16,8,0.5,0.5,0.49666666666666665,0.1666666666666646,0.2499999999999969,0.0,12,888,480,1092,587.0,713.0,288.0,1380.0,724.0,1765.0,492.0,244.0,673.0,0.5083333333333333,0.5717725967725967,0.8744735281513643,0.29149117605045116,0.028533707998576574,ok,
3,4,16,12,11,110,after_walk_step_11,0.9166666666666666,simplified_boolean,16,8,0.5,0.5,0.49666666666666665,0.1666666666666646,0.2499999999999969,0.0,12,888,480,1092,2.0,2.0,1.0,795.0,437.0,1054.0,0.0,0.0,0.0,0.0,0.0006105006105006105,819.0,272.99999999999665,0.01722683299158234,ok,
3,4,16,12,12,120,after_walk_step_12,1.0,minterm,16,12,0.75,0.75,0.745,0.3333333333333289,0.49999999999999334,2.228978106150417e-32,12,888,480,1092,879.0,1067.0,432.0,1663.0,864.0,2115.0,775.0,384.0,1023.0,0.8,0.8832846582846582,0.849103392621471,0.37737928560953765,0.0334155830059899,ok,
3,4,16,12,12,120,after_walk_step_12,1.0,simplified_boolean,16,12,0.75,0.75,0.745,0.3333333333333289,0.49999999999999334,2.228978106150417e-32,12,888,480,1092,13.0,17.0,8.0,797.0,440.0,1065.0,0.0,0.0,0.0,0.0,0.005189255189255189,144.52941176470588,64.2352941176462,0.017960583994863555,ok,
4,5,32,2,1,12,after_walk_step_1,0.5,minterm,32,30,0.9375,0.9375,0.875,0.6666666666666585,0.9999999999999878,2.335940207364612e-31,15,436,224,528,4501.0,6269.0,2520.0,4836.0,2680.0,6689.0,4400.0,2456.0,6161.0,10.964285714285714,10.97637829805261,0.08541068597884677,0.060736487807179176,0.15899662500305567,ok,
4,5,32,2,1,12,after_walk_step_1,0.5,simplified_boolean,32,30,0.9375,0.9375,0.875,0.6666666666666585,0.9999999999999878,2.335940207364612e-31,15,436,224,528,314.0,391.0,146.0,699.0,328.0,857.0,263.0,104.0,329.0,0.4642857142857143,0.6026756754967764,1.555563030194031,1.1061781548046308,0.022600249998504296,ok,
4,5,32,2,2,24,after_walk_step_2,1.0,minterm,32,28,0.875,0.875,0.8166666666666667,0.53333333333332,0.7999999999999801,5.984576974774161e-31,15,436,224,528,4201.0,5851.0,2352.0,4443.0,2472.0,6165.0,4007.0,2248.0,5637.0,10.035714285714286,10.10250688404358,0.08661216567761217,0.052792177174924196,0.1474614580074558,ok,
4,5,32,2,2,24,after_walk_step_2,1.0,simplified_boolean,32,28,0.875,0.875,0.8166666666666667,0.53333333333332,0.7999999999999801,5.984576974774161e-31,15,436,224,528,326.0,402.0,170.0,603.0,310.0,753.0,167.0,86.0,225.0,0.38392857142857145,0.5094399102426624,1.7175725387969891,1.0469013569809957,0.021323375010979362,ok,
4,5,32,4,1,12,after_walk_step_1,0.25,minterm,32,30,0.9375,0.9375,0.90625,0.6666666666666585,0.9999999999999878,2.335940207364612e-31,15,872,448,1056,4501.0,6269.0,2520.0,5256.0,2880.0,7211.0,4384.0,2432.0,6155.0,5.428571428571429,5.464215798218092,0.1715708227163582,0.12200591837607545,0.16400520800380036,ok,
4,5,32,4,1,12,after_walk_step_1,0.25,simplified_boolean,32,30,0.9375,0.9375,0.90625,0.6666666666666585,0.9999999999999878,2.335940207364612e-31,15,872,448,1056,314.0,391.0,146.0,1119.0,528.0,1379.0,247.0,80.0,323.0,0.17857142857142858,0.277364486940175,3.38002896600894,2.4035761536063283,0.028320249999524094,ok,
4,5,32,4,2,24,after_walk_step_2,0.5,minterm,32,28,0.875,0.875,0.8458333333333333,0.53333333333332,0.7999999999999801,5.984576974774161e-31,15,872,448,1056,4201.0,5851.0,2352.0,4865.0,2672.0,6687.0,3993.0,2224.0,5631.0,4.964285714285714,5.028044617207461,0.1740239131939065,0.10607171851818799,0.15366416599135846,ok,
4,5,32,4,2,24,after_walk_step_2,0.5,simplified_boolean,32,28,0.875,0.875,0.8458333333333333,0.53333333333332,0.7999999999999801,5.984576974774161e-31,15,872,448,1056,326.0,402.0,170.0,1025.0,510.0,1275.0,153.0,62.0,219.0,0.13839285714285715,0.23151113030700188,3.7795159085426326,2.30370493473069,0.026471584002138115,ok,
4,5,32,4,3,36,after_walk_step_3,0.75,minterm,32,27,0.84375,0.84375,0.815625,0.4999999999999811,0.7499999999999717,1.5841552697283766e-30,15,872,448,1056,4051.0,5644.0,2268.0,4624.0,2548.0,6374.0,3752.0,2100.0,5318.0,4.6875,4.77831642109165,0.17657892982466775,0.10463936582202138,0.1486545829975512,ok,
4,5,32,4,3,36,after_walk_step_3,0.75,simplified_boolean,32,27,0.84375,0.84375,0.815625,0.4999999999999811,0.7499999999999717,1.5841552697283766e-30,15,872,448,1056,348.0,464.0,191.0,923.0,475.0,1193.0,51.0,27.0,137.0,0.060267857142857144,0.18604934502296888,4.535087182896742,2.687459071346116,0.02786379199824296,ok,
